zone,datetimeNY,zpace-drop,ztrips-drop,abs-zpace-drop,abs-ztrips-drop,sandy-tweets,sandy-tweets-norm
1,2012-10-28 03:00:00-04:00,-1.5594981879486889,1.5434574976122255,1.5594981879486889,1.5434574976122255,,
1,2012-10-28 04:00:00-04:00,-4.795638373586258,0.5215805471124622,4.795638373586258,0.5215805471124622,,
1,2012-10-28 05:00:00-04:00,12.190981820022627,0.39642235428297024,12.190981820022627,0.39642235428297024,,
1,2012-10-28 06:00:00-04:00,18.34552441415435,0.2283492148909274,18.34552441415435,0.2283492148909274,,
1,2012-10-28 07:00:00-04:00,11.939446030637221,0.3558474576271186,11.939446030637221,0.3558474576271186,,
1,2012-10-28 08:00:00-04:00,3.0848811307670485,0.2808434425180909,3.0848811307670485,0.2808434425180909,,
1,2012-10-28 09:00:00-04:00,-15.289992461271522,0.3104943319194997,15.289992461271522,0.3104943319194997,,
1,2012-10-28 10:00:00-04:00,-3.180379963647955,0.3726949485568841,3.180379963647955,0.3726949485568841,,
1,2012-10-28 11:00:00-04:00,-6.043748584620711,0.5548176584919895,6.043748584620711,0.5548176584919895,,
1,2012-10-28 12:00:00-04:00,2.8767811238436596,0.22625804010594025,2.8767811238436596,0.22625804010594025,,
1,2012-10-28 13:00:00-04:00,1.8229950942328068,0.3201908967484468,1.8229950942328068,0.3201908967484468,,
1,2012-10-28 14:00:00-04:00,2.1839252291868316,0.19007546420415053,2.1839252291868316,0.19007546420415053,,
1,2012-10-28 15:00:00-04:00,0.8302762362186028,0.11894809597472271,0.8302762362186028,0.11894809597472271,,
1,2012-10-28 16:00:00-04:00,-1.0717199910127848,0.1089174908548977,1.0717199910127848,0.1089174908548977,5.0,0.3333333333333333
1,2012-10-28 17:00:00-04:00,-0.894205470234204,0.07359611925834472,0.894205470234204,0.07359611925834472,,
1,2012-10-28 18:00:00-04:00,-3.6928522734903853,-0.11338076658251091,3.6928522734903853,0.11338076658251091,,
1,2012-10-28 19:00:00-04:00,-6.574016562168485,-0.13835331851149907,6.574016562168485,0.13835331851149907,,
1,2012-10-29 06:00:00-04:00,-19.573573413192157,-0.4147482734461015,19.573573413192157,0.4147482734461015,,
1,2012-10-31 08:00:00-04:00,-10.352287367708424,-0.16455850500239103,10.352287367708424,0.16455850500239103,,
1,2012-10-31 09:00:00-04:00,-7.993262191386306,-0.1875468867216804,7.993262191386306,0.1875468867216804,,
1,2012-10-31 10:00:00-04:00,-2.976256599586853,-0.22692544529842412,2.976256599586853,0.22692544529842412,,
1,2012-10-31 11:00:00-04:00,-1.5212696586357033,0.04820303567024636,1.5212696586357033,0.04820303567024636,,
1,2012-10-31 12:00:00-04:00,-1.6891717030204196,0.18238993710691825,1.6891717030204196,0.18238993710691825,,
1,2012-10-31 13:00:00-04:00,-1.0883143642378421,-0.06512095734254911,1.0883143642378421,0.06512095734254911,,
1,2012-10-31 14:00:00-04:00,2.1879667789477315,0.008871540099361249,2.1879667789477315,0.008871540099361249,,
1,2012-10-31 15:00:00-04:00,-5.876987864348423,-0.1455659460481944,5.876987864348423,0.1455659460481944,,
1,2012-10-31 16:00:00-04:00,-4.7858079099283115,-0.2099991016081215,4.7858079099283115,0.2099991016081215,,
1,2012-10-31 17:00:00-04:00,-3.100154329816348,-0.16646848989298457,3.100154329816348,0.16646848989298457,,
1,2012-10-31 18:00:00-04:00,-3.52620264277431,-0.026085748923728266,3.52620264277431,0.026085748923728266,,
1,2012-11-01 04:00:00-04:00,2.414735674704751,0.0022261137989373877,2.414735674704751,0.0022261137989373877,,
1,2012-11-01 05:00:00-04:00,71.99153641400407,-0.03798134044915366,71.99153641400407,0.03798134044915366,,
1,2012-11-01 06:00:00-04:00,40.31648637428998,0.09421641494625056,40.31648637428998,0.09421641494625056,,
1,2012-11-01 07:00:00-04:00,5.707813096399132,0.2661582951133705,5.707813096399132,0.2661582951133705,,
1,2012-11-01 08:00:00-04:00,-5.0545230823415395,0.5101698006354326,5.0545230823415395,0.5101698006354326,,
1,2012-11-01 09:00:00-04:00,-4.759307382231926,1.0199243542634238,4.759307382231926,1.0199243542634238,,
1,2012-11-01 10:00:00-04:00,-4.288726099994449,0.9036508704061893,4.288726099994449,0.9036508704061893,,
1,2012-11-01 11:00:00-04:00,-3.133858567787137,0.4320890877908108,3.133858567787137,0.4320890877908108,,
1,2012-11-01 12:00:00-04:00,-7.248013426808914,0.4585190263969832,7.248013426808914,0.4585190263969832,,
1,2012-11-01 13:00:00-04:00,-1.9160885493637883,0.8189645115378332,1.9160885493637883,0.8189645115378332,,
1,2012-11-01 14:00:00-04:00,-4.4274946780055275,0.1504936190705514,4.4274946780055275,0.1504936190705514,,
1,2012-11-01 15:00:00-04:00,-6.090287492518118,0.189158667419537,6.090287492518118,0.189158667419537,,
1,2012-11-01 16:00:00-04:00,-7.049698387810766,0.054248254318995645,7.049698387810766,0.054248254318995645,,
1,2012-11-01 17:00:00-04:00,-4.764497106623739,-0.06900212314225057,4.764497106623739,0.06900212314225057,,
1,2012-11-01 18:00:00-04:00,-8.27420087124496,-0.0683119361554476,8.27420087124496,0.0683119361554476,,
1,2012-11-01 19:00:00-04:00,-5.021118566176678,-0.1413392425921191,5.021118566176678,0.1413392425921191,,
1,2012-11-02 03:00:00-04:00,-1.1519148179795855,0.5745341614906831,1.1519148179795855,0.5745341614906831,,
1,2012-11-02 04:00:00-04:00,0.9121879693102213,0.14977933273878943,0.9121879693102213,0.14977933273878943,,
